Post type,Title,Post url,Author(s),Date and time posted,Tags,No. of comments
article,Biden’s Cabinet Members Seem To Really Like Their Jobs,https://fivethirtyeight.com/features/biden-cabinet/,Nathaniel Rakich; Alex Newman was FiveThirtyEight’s senior editor for interactives. ,"Feb. 13, 2023, at 6:00 AM",The Biden Administration; Trump Cabinet; Cabinet; Biden Cabinet,10
article,What Americans Think About The NFL,https://fivethirtyeight.com/features/are-americans-ready-for-some-football/,Kaleigh Rogers,"Feb. 10, 2023, at 6:00 AM",NFL; Pollapalooza; NFL Playoffs; Concussions; Super Bowl LVII,8
video,When One Party Controls State Government,https://fivethirtyeight.com/videos/whats-the-deal-with-political-trifectas/,Nathaniel Rakich; Tony Chow,"Feb. 9, 2023",Video; Featured video; Partisanship; State Government,9
article,Congress’s U-Turn Has States Thinking About Giving Parents Cash,https://fivethirtyeight.com/features/congresss-u-turn-has-states-thinking-about-giving-parents-cash/,Amelia Thomson-DeVeaux,"Feb. 9, 2023, at 6:00 AM",Parenting; child tax credit,3
article,Why Biden’s Promise Of Police Reform Might Not Lead To Change,https://fivethirtyeight.com/features/why-bidens-promise-of-police-reform-might-not-lead-to-change/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Feb. 8, 2023, at 3:27 PM",Joe Biden; Police Killings; Police Violence; State of the Union; Police Reform,8
podcast,The State Of The Union Was A Preview Of Biden’s Likely Reelection Campaign,https://fivethirtyeight.com/videos/the-state-of-the-union-was-a-preview-of-bidens-likely-reelection-campaign/,Galen Druke; Nathaniel Rakich; Amelia Thomson-DeVeaux,"Feb. 8, 2023",Politics Podcast; Video; The Biden Administration; State of the Union; Biden,5
podcast,Politics Podcast: Biden's Second State Of The Union Was His First Campaign Speech ,https://fivethirtyeight.com/features/politics-podcast-bidens-second-state-of-the-union-was-his-first-campaign-speech/,Galen Druke; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Feb. 8, 2023",FiveThirtyEight Podcasts; Politics Podcast; The Biden Administration; Politics; 2024 Presidential Election; State of the Union,4
article,Who Americans Usually Blame After Showdowns Over Federal Spending,https://fivethirtyeight.com/features/government-shutdown-polls/,Nathaniel Rakich,"Feb. 8, 2023, at 6:00 AM",The Trump Administration; Congress; Polling; Polls; Republicans; Democrats; The Biden Administration; Government Shutdown; Tea Party; Debt Ceiling; Obama Administration; Government Spending,17
podcast,The Model Always Had Its Doubts About The Red Wave,https://fivethirtyeight.com/videos/the-model-always-had-its-doubts-about-the-red-wave/,Galen Druke; Nate Silver,"Feb. 7, 2023",Politics Podcast; Video; Polling; 2022 Election; 2022 Midterms; Model Talk,3
article,In Defense Of The Mostly Pointless State Of The Union,https://fivethirtyeight.com/features/in-defense-of-the-mostly-pointless-state-of-the-union/,Kaleigh Rogers,"Feb. 7, 2023, at 6:00 AM",Joe Biden; The Biden Administration; Presidential Approval; State of the Union,11
podcast,Politics Podcast: How Our 2022 Forecasts Actually Did ,https://fivethirtyeight.com/features/politics-podcast-how-our-2022-forecasts-actually-did/,Galen Druke; Nate Silver,"Feb. 6, 2023",FiveThirtyEight Podcasts; Politics Podcast; Forecasts; Model Talk; Politics,4
article,Why Most Gun Laws Aren’t Backed Up By Evidence,https://fivethirtyeight.com/features/absence-of-evidence-gun-laws/,Maggie Koerth was a senior reporter for FiveThirtyEight.   @maggiekb1,"Feb. 6, 2023, at 6:00 AM",Gun Control; Gun Violence; Gun Deaths; Research Design,21
article,Why More States Don’t Have Universal Pre-K,https://fivethirtyeight.com/features/everyone-agrees-that-universal-pre-k-is-important-so-why-dont-more-states-have-it/,Monica Potts,"Feb. 3, 2023, at 1:07 PM",Education,8
article,New Yorkers Aren’t The Only Ones Who Really Dislike George Santos,https://fivethirtyeight.com/features/new-yorkers-arent-the-only-ones-who-really-dislike-george-santos/,Geoffrey Skelley,"Feb. 3, 2023, at 6:00 AM",Pollapalooza; Scandals; Campaign Finance; George Santos,8
podcast,Americans Are Lonely. That Has Political Consequences.,https://fivethirtyeight.com/videos/americans-are-lonely-that-has-political-consequences/,Galen Druke,"Feb. 2, 2023",Politics Podcast; Video,6
podcast,Politics Podcast: The Politics Of Loneliness ,https://fivethirtyeight.com/features/politics-podcast-the-politics-of-loneliness/,Galen Druke,"Feb. 2, 2023",FiveThirtyEight Podcasts; Politics Podcast; Politics,6
article,How Our 2022 Midterm Forecasts Performed,https://fivethirtyeight.com/features/how-our-2022-midterm-forecasts-performed/,Nate Silver,"Feb. 2, 2023, at 11:30 AM",2022 Election; Housekeeping,16
article,How Donald Trump’s Unusual Presidential Comeback Could Go,https://fivethirtyeight.com/features/how-donald-trumps-unusual-presidential-comeback-could-go/,Geoffrey Skelley,"Feb. 2, 2023, at 6:00 AM",Donald Trump; 2024 Republican Primary; Primary Challenges; Republican Primaries; Presidents,17
article,The 5 Main Factions Of The House GOP,https://fivethirtyeight.com/features/the-5-main-factions-of-the-house-gop/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Feb. 1, 2023, at 6:00 AM",Congress; House of Representatives; House Republicans; Kevin McCarthy,20
video,Will Tyre Nichols’s Murder Finally Make Congress Do Something About Police Reform?,https://fivethirtyeight.com/videos/will-tyre-nicholss-murder-finally-make-congress-do-something-about-police-reform/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Michael Tabb,"Jan. 31, 2023",Video; Congress; Featured video; Police Killings; Police Reform; Tyre Nichols,8
article,Adam Schiff’s Unlikely To Be The Last Major Democrat To Join California’s U.S. Senate Race,https://fivethirtyeight.com/features/adam-schiffs-unlikely-to-be-the-last-major-democrat-to-join-californias-u-s-senate-race/,Geoffrey Skelley,"Jan. 31, 2023, at 6:00 AM",2024 Election; California Politics; California Primary; 2024 Senate Elections; Top-Two Primaries; Adam Schiff; Katie Porter,7
podcast,There Are Actually Some Big Elections Happening In 2023,https://fivethirtyeight.com/videos/there-are-actually-some-big-elections-happening-in-2023/,Galen Druke; Amelia Thomson-DeVeaux; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley,"Jan. 30, 2023",Politics Podcast; Video; 2023 Election,3
podcast,What Would It Mean If South Carolina Voted First In The Democratic Primary,https://fivethirtyeight.com/videos/what-would-it-mean-if-south-carolina-voted-first-in-the-democratic-primary/,Galen Druke; Amelia Thomson-DeVeaux; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley,"Jan. 30, 2023",Politics Podcast; Video; South Carolina Primary; 2024 Presidential Election; 2024 Democratic Primary; Primary Calendar,4
podcast,Do GOP Leaders Want Trump In 2024?,https://fivethirtyeight.com/videos/do-gop-leaders-want-trump-in-2024/,Galen Druke; Amelia Thomson-DeVeaux; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley,"Jan. 30, 2023",Donald Trump; Politics Podcast; Video; Polling; Republican Party; 2024 Presidential Election; Republican National Convention,3
podcast,Politics Podcast: The Elections Happening In 2023 ,https://fivethirtyeight.com/features/politics-podcast-the-elections-happening-in-2023/,Galen Druke; Amelia Thomson-DeVeaux; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley,"Jan. 30, 2023",Donald Trump; FiveThirtyEight Podcasts; Politics Podcast; 2024 Republican Primary; 2024 Democratic Primary; 2023 Election,3
article,Are Blue States Ready To Relax Their Bans On Later Abortions?,https://fivethirtyeight.com/features/are-blue-states-ready-to-relax-their-bans-on-later-abortions/,Amelia Thomson-DeVeaux,"Jan. 30, 2023, at 6:00 AM",Abortion,10
article,"If South Carolina Voted First In The Democratic Presidential Primary, Would Black Democrats Have A Stronger Voice?",https://fivethirtyeight.com/features/would-putting-south-carolina-first-give-black-democrats-a-stronger-voice/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jan. 30, 2023, at 6:00 AM",South Carolina; South Carolina Primary; 2024 Democratic Primary,9
article,Which Parents Are The Most Tired?,https://fivethirtyeight.com/features/which-parents-are-the-most-tired/,Amelia Thomson-DeVeaux,"Jan. 27, 2023, at 6:00 AM",Pollapalooza; Parenting,5
podcast,How The Baby Boom Changed American Politics,https://fivethirtyeight.com/videos/how-the-baby-boom-changed-american-politics/,Galen Druke,"Jan. 26, 2023",Politics Podcast; Video; Likely Voters; Baby Boomers; Boomers,12
podcast,Politics Podcast: Baby Boomers' Strength Was In Their Numbers. That’s Changing. ,https://fivethirtyeight.com/features/politics-podcast-baby-boomers-strength-was-in-their-numbers-thats-changing/,Galen Druke,"Jan. 26, 2023",FiveThirtyEight Podcasts; Politics Podcast; Demographics; Politics; Baby Boomers,5
article,Republicans Didn’t Get Less Popular After All That Speaker Drama — They Were Already Unpopular,https://fivethirtyeight.com/features/republicans-house-speaker-polls/,Nathaniel Rakich,"Jan. 26, 2023, at 6:00 AM",Congress; Polling; Polls; Republicans; Kevin McCarthy; Speaker Of The House,13
article,"Yes, 2023 Is An Election Year. Here Are The Races To Watch.",https://fivethirtyeight.com/features/yes-2023-is-an-election-year-here-are-the-races-to-watch/,Geoffrey Skelley,"Jan. 25, 2023, at 6:00 AM",Governors; Kentucky; Mississippi; Louisiana; The Courts; State Legislature Elections; Mayoral Elections; 2023 Election,1
article,Is It Fair To Compare Biden’s And Trump’s Classified Documents Scandals?,https://fivethirtyeight.com/features/is-it-fair-to-compare-bidens-and-trumps-classified-documents-scandals/,Nathaniel Rakich; Amelia Thomson-DeVeaux; Kaleigh Rogers,"Jan. 24, 2023, at 3:19 PM",Donald Trump; Slack Chat; Ted Cruz; 2024 Election; 2024 Republican Primary; Mike Pence; Ron DeSantis; Nikki Haley; 2024 Draft; Greg Abbott,25
podcast,The Debt Ceiling Countdown Begins,https://fivethirtyeight.com/videos/the-debt-ceiling-countdown-begins/,Galen Druke; Nate Silver; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jan. 23, 2023",Politics Podcast; Video; Congress; Republicans; Democrats; The Biden Administration; Debt Ceiling; Janet Yellen,10
podcast,What To Do About George Santos,https://fivethirtyeight.com/videos/what-to-do-about-george-santos/,Galen Druke; Nate Silver; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jan. 23, 2023",Politics Podcast; Video; Congress; House Republicans; Kevin McCarthy; George Santos,7
podcast,Unions Are Weaker — And More Popular — Than Ever,https://fivethirtyeight.com/videos/unions-are-weaker-and-more-popular-than-ever/,Galen Druke; Nate Silver; Amelia Thomson-DeVeaux; Nathaniel Rakich,"Jan. 23, 2023",Politics Podcast; Video; Congress; Unions,2
podcast,Politics Podcast: What The Debt Ceiling And George Santos’s Career Have In Common ,https://fivethirtyeight.com/features/politics-podcast-what-the-debt-ceiling-and-george-santoss-career-have-in-common%ef%bf%bc/,Galen Druke; Amelia Thomson-DeVeaux; Nate Silver; Nathaniel Rakich,"Jan. 23, 2023",FiveThirtyEight Podcasts; Politics Podcast; Debt Ceiling; Unions; George Santos,2
video,What’s The Deal With The Freedom Caucus?,https://fivethirtyeight.com/videos/whats-the-deal-with-the-freedom-caucus/,Nathaniel Rakich; Tony Chow,"Jan. 20, 2023",Video; Congress; Featured video; Kevin McCarthy; John Boehner; Freedom Caucus; Speaker Of The House,5
article,The Freedom Caucus Was Designed To Disrupt,https://fivethirtyeight.com/features/the-freedom-caucus-was-designed-to-disrupt/,Kaleigh Rogers,"Jan. 20, 2023, at 6:00 AM",Congress; John Boehner; Freedom Caucus; Speaker Of The House,8
article,Biden’s Approval Rating Is Up. Will His Misplaced Classified Documents Bring It Down?,https://fivethirtyeight.com/features/bidens-approval-rating-is-up-will-his-misplaced-classified-documents-bring-it-down/,Nathaniel Rakich; Zoha Qamar,"Jan. 20, 2023, at 6:00 AM",Pollapalooza; The Biden Administration,18
article,Conservatives Are Bringing An Old Policy to A New Fight Over Public Schools,https://fivethirtyeight.com/features/universal-school-vouches-education-culture-wars/,Monica Potts,"Jan. 19, 2023, at 11:47 AM",Education; Culture Wars,15
podcast,California’s Senate Primary Is Going To Be A Doozy,https://fivethirtyeight.com/videos/californias-senate-primary-is-going-to-be-a-doozy/,Galen Druke; Nate Silver; Maya Sweedler; Nathaniel Rakich,"Jan. 17, 2023",Politics Podcast; Video; California; Senate Democrats; Dianne Feinstein,8
podcast,Politics Podcast: Why Gas Stoves Became A Casualty In The Culture War ,https://fivethirtyeight.com/features/politics-podcast-why-gas-stoves-became-a-casualty-in-the-culture-war/,Galen Druke; Maya Sweedler; Nate Silver; Nathaniel Rakich,"Jan. 17, 2023",FiveThirtyEight Podcasts; Politics Podcast; The Biden Administration; California Politics; California Primary; Gast Stoves,8
video,Do You Buy That … GOP Investigations Effectively Hurt Biden’s Chances In 2024?,https://fivethirtyeight.com/videos/do-you-buy-that-gop-investigations-effectively-hurt-bidens-chances-in-2024/,Nate Silver,"Jan. 17, 2023",Video; Featured video; Do You Buy That,10
article,One Major Concession From The Speaker Election Isn’t As Major As It Seems,https://fivethirtyeight.com/features/one-major-concession-from-the-speaker-election-isnt-as-major-as-it-seems/,Nathaniel Rakich,"Jan. 17, 2023, at 6:00 AM",Primaries; House of Representatives; House Republicans; Campaign Finance; Kevin McCarthy,7
article,How Americans’ Support For Aiding Ukraine Has Evolved,https://fivethirtyeight.com/features/americans-support-aid-ukraine/,Cooper Burton; Zoha Qamar,"Jan. 13, 2023, at 6:00 AM",Congress; Pollapalooza; Ukraine; Foreign Policy,13
article,What Will New Leadership In Congress Mean For Democrats?,https://fivethirtyeight.com/features/what-will-new-leadership-in-congress-mean-for-democrats/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Jan. 11, 2023, at 10:24 AM",House Democrats; Nancy Pelosi; Democratic Party,11
article,DeSantis Is Polling Well Against Trump — As Long As No One Else Runs,https://fivethirtyeight.com/features/desantis-is-polling-well-against-trump-as-long-as-no-one-else-runs/,Nathaniel Rakich,"Jan. 10, 2023, at 6:00 AM",Donald Trump; 2024 Republican Primary; 2024 Presidential Election; Ron DeSantis,15
podcast,"Kevin McCarthy Is Speaker, But He’s Got A Tough Job Ahead",https://fivethirtyeight.com/videos/kevin-mccarthy-is-speaker-but-hes-got-a-tough-job-ahead/,Galen Druke; Nate Silver; Nathaniel Rakich,"Jan. 9, 2023",Politics Podcast; Video; Congress; Republicans; Kevin McCarthy; Freedom Caucus; Speaker Of The House,4
podcast,Politics Podcast: What The Speakership Vote Tells Us About The GOP ,https://fivethirtyeight.com/features/politics-podcast-what-the-speakership-vote-tells-us-about-the-gop/,Galen Druke; Nate Silver; Nathaniel Rakich,"Jan. 9, 2023",FiveThirtyEight Podcasts; Politics Podcast; Republican Party; Kevin McCarthy,3
article,Rents Are Still Higher Than Before The Pandemic — And Assistance Programs Are Drying Up,https://fivethirtyeight.com/features/rents-are-still-higher-than-before-the-pandemic-and-assistance-programs-are-drying-up/,Monica Potts; Holly Fuong,"Jan. 9, 2023, at 6:00 AM",Housing; Economics; Rent; Midwest,8
article,Kevin McCarthy’s Job Just Got Harder,https://fivethirtyeight.com/features/kevin-mccarthys-job-just-got-harder/,Nathaniel Rakich,"Jan. 7, 2023, at 9:35 AM",Congress; Kevin McCarthy,18
article,Kevin McCarthy Doesn’t Have Enough Fans Inside The House … Or Outside It,https://fivethirtyeight.com/features/kevin-mccarthy-doesnt-have-enough-fans-inside-the-house-or-outside-it/,Kaleigh Rogers; Zoha Qamar,"Jan. 6, 2023, at 6:00 AM",Donald Trump; Pollapalooza; Republican Party; Kevin McCarthy,15
article,3 Questions We Have About George Santos,https://fivethirtyeight.com/features/george-santos-resign/,Nathaniel Rakich,"Jan. 5, 2023, at 6:00 AM",Congress; 2022 Election; 2022 House Elections; Scandals,22
article,What The 20 Republicans Who Voted Against Kevin McCarthy Have In Common,https://fivethirtyeight.com/features/20-house-republicans-oppose-mccarthy/,Nathaniel Rakich,"Jan. 4, 2023, at 9:57 AM",Congress; 2022 Election; House of Representatives; 2022 House Elections; Kevin McCarthy; Speaker Of The House,27
article,Why ‘Kidfluencers’ Have So Few Protections — Even As Americans Support Regulating The Industry,https://fivethirtyeight.com/features/why-kidfluencers-have-so-few-protections-even-as-americans-support-regulating-the-industry/,Zoha Qamar,"Jan. 3, 2023, at 11:33 AM",Social Media; Parenting; Labor; Culture; Kids,3
video,Do You Buy That … Young Voters Handed Democrats Wins In Close Races?,https://fivethirtyeight.com/videos/do-you-buy-that-young-voters-handed-democrats-wins-in-close-races/,Nate Silver,"Jan. 3, 2023",Video; 2022 Election; Featured video; Do You Buy That,4
article,How Biden Could Appoint More Judges Than Trump,https://fivethirtyeight.com/features/how-biden-could-appoint-more-judges-than-trump/,Elena Mejía was a visual journalist at FiveThirtyEight.   @elena___mejia; Amelia Thomson-DeVeaux,"Jan. 3, 2023, at 6:00 AM",The Biden Administration; Judicial Appointees,9
article,The Numbers That Defined 2022,https://fivethirtyeight.com/features/the-numbers-that-defined-2022/,Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Dec. 30, 2022, at 6:00 AM",2022 Election; Abortion; Inflation; Election Deniers; 2022 In Review,13
video,The Number That Will Shape Republican Politics In 2023,https://fivethirtyeight.com/videos/the-number-that-will-shape-republican-politics-in-2023/,Maya Sweedler; Michael Tabb,"Dec. 29, 2022",Video; Featured video; 2022 In Review,10
article,How 2022 Was A Win For Democracy,https://fivethirtyeight.com/features/how-2022-was-a-win-for-democracy/,Kaleigh Rogers,"Dec. 29, 2022, at 6:00 AM",Donald Trump; Democracy; 2022 In Review; Election Integrity,12
article,What I Got Wrong In 2022,https://fivethirtyeight.com/features/2022-predictions-i-got-wrong/,Nathaniel Rakich,"Dec. 28, 2022, at 6:00 AM",2022 Election; Redistricting; 2022 In Review; Mea Culpa,13
video,How Inflation’s 41-Year High Impacted American Life,https://fivethirtyeight.com/videos/how-inflations-41-year-high-impacted-american-life/,Monica Potts; Tony Chow,"Dec. 27, 2022",Video; Featured video; Inflation; 2022 In Review,10
video,"The EPA Is Finally Addressing 4 Dangerous ‘Forever Chemicals’ — Out Of Over 4,000",https://fivethirtyeight.com/videos/the-epa-is-finally-addressing-4-dangerous-forever-chemicals-out-of-over-4000/,Maggie Koerth was a senior reporter for FiveThirtyEight.   @maggiekb1; Michael Tabb,"Dec. 23, 2022",Video; Featured video; 2022 In Review,6
article,How Americans Really Feel About Elon Musk,https://fivethirtyeight.com/features/how-americans-really-feel-about-elon-musk/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Dec. 23, 2022, at 6:00 AM",Twitter; Elon Musk,20
article,When Might Other Republicans Challenge Trump For The 2024 Nomination?,https://fivethirtyeight.com/features/when-might-other-republicans-challenge-trump-for-the-2024-nomination/,Geoffrey Skelley,"Dec. 23, 2022, at 6:00 AM",Donald Trump; Iowa Caucus; 2024 Election; 2024 Republican Primary; 2024 Presidential Election; Ron DeSantis; Campaigns,9
podcast,Did The Jan. 6 Committee Succeed?,https://fivethirtyeight.com/videos/did-the-jan-6-committee-succeed/,Galen Druke; Kaleigh Rogers; Amelia Thomson-DeVeaux,"Dec. 22, 2022",Donald Trump; Politics Podcast; Video; House Democrats; House Republicans; Jan. 6 Investigation,7
podcast,Politics Podcast: The Politics Of Prosecuting Trump ,https://fivethirtyeight.com/features/politics-podcast-the-politics-of-prosecuting-trump/,Galen Druke; Kaleigh Rogers; Amelia Thomson-DeVeaux,"Dec. 22, 2022",Donald Trump; FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; 2024 Republican Primary; Jan. 6 Investigation,5
video,The Number Of Election-Denying Republicans Defined The 2022 Midterms,https://fivethirtyeight.com/videos/the-number-of-election-denying-republicans-defined-the-2022-midterms/,Kaleigh Rogers; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Dec. 22, 2022",Video; Featured video; Election Deniers; 2022 In Review,7
video,The Number That Captures The Impact Of The Dobbs Decision,https://fivethirtyeight.com/videos/the-number-that-captures-the-impact-of-the-dobbs-decision/,Amelia Thomson-DeVeaux; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Dec. 21, 2022",Video; Featured video; Abortion; Roe V. Wade; 2022 In Review,7
article,These 5 Voters Of Color Don’t Want Biden vs. Trump In 2024,https://fivethirtyeight.com/features/these-5-voters-of-color-dont-want-biden-vs-trump-in-2024/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Dec. 21, 2022, at 6:00 AM",2022 Election; 2022 Midterms; 2024 Election; Voices Of Color,4
article,A Very Merry 2024 Republican Presidential Primary Draft,https://fivethirtyeight.com/features/trump-desantis-2024-draft/,Nathaniel Rakich; Geoffrey Skelley; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Santul Nerkar was a copy editor at FiveThirtyEight.   @santulN,"Dec. 20, 2022, at 6:00 AM",Donald Trump; Slack Chat; Ted Cruz; 2024 Election; 2024 Republican Primary; Mike Pence; Ron DeSantis; Nikki Haley; 2024 Draft; Greg Abbott,20
article,33 Cool Charts We Made In 2022,https://fivethirtyeight.com/features/best-charts-2022/,None/All,"Dec. 20, 2022, at 6:00 AM",2022 Election; 2022 In Review,7
podcast,What I’ve Learned After Seven Years Of Making The Politics Podcast,https://fivethirtyeight.com/videos/what-ive-learned-after-seven-years-of-making-the-politics-podcast/,Galen Druke; Chadwick Matlin was a deputy managing editor at FiveThirtyEight.   @ChadwickMatlin,"Dec. 19, 2022",Politics Podcast; Video; Polling; 2022 Election; 2022 Midterms,6
podcast,Politics Podcast: What I Learned From The 2022 Midterms ,https://fivethirtyeight.com/features/politics-podcast-what-i-learned-from-the-2022-midterms/,Galen Druke; Chadwick Matlin was a deputy managing editor at FiveThirtyEight.   @ChadwickMatlin,"Dec. 19, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; 2022 In Review,3
video,140 Million Americans Will Live In States Controlled By Democrats,https://fivethirtyeight.com/videos/140-million-americans-will-live-in-states-controlled-by-democrats/,Nathaniel Rakich; Anna Rothschild was FiveThirtyEight’s senior producer for video.  @Anna_Rothschild,"Dec. 19, 2022",Video; Featured video; 2022 In Review; Trifectas,8
article,The Voters Who Helped Democrats Keep the Senate,https://fivethirtyeight.com/features/biden-coalition-2022-senate-democrats/,Geoffrey Skelley,"Dec. 19, 2022, at 6:00 AM",2022 Election; 2022 Midterms; 2022 Senate Elections; Georgia Senate; Raphael Warnock; Mark Kelly; Pennsylvania Senate; Nevada Senate; Arizona Senate; Catherine Cortez Masto,12
video,The U.S. Poverty Rate Hit A Record Low — But Don’t Expect It To Stay That Way,https://fivethirtyeight.com/videos/the-u-s-poverty-rate-hit-a-record-low-but-dont-expect-it-to-stay-that-way/,Santul Nerkar was a copy editor at FiveThirtyEight.   @santulN; Michael Tabb,"Dec. 16, 2022",Video; Featured video; 2022 In Review,11
article,Americans Want More Affordable Housing — Just Not Nearby,https://fivethirtyeight.com/features/americans-want-more-affordable-housing-just-not-nearby/,Zoha Qamar,"Dec. 16, 2022, at 6:00 AM",Pollapalooza; Economy; Housing; Homelessness,15
podcast,How Republicans Won The Majority Of Latino Voters In Florida,https://fivethirtyeight.com/videos/how-republicans-won-the-majority-of-latino-voters-in-florida/,Galen Druke,"Dec. 15, 2022",Politics Podcast; Video; 2022 Midterms; Florida; New York; Latino Voters; Ron DeSantis,6
podcast,Politics Podcast: Is There A Political Realignment Among Latino Voters? ,https://fivethirtyeight.com/features/politics-podcast-is-there-a-political-realignment-among-latino-voters/,Galen Druke,"Dec. 15, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Florida; Latino Voters,7
article,How Gen Z Could Transform American Politics,https://fivethirtyeight.com/features/how-gen-z-could-transform-american-politics/,Monica Potts; Amelia Thomson-DeVeaux,"Dec. 14, 2022, at 10:41 AM",Invisible Divides,21
article,Democrats Want To Put Abortion On The Ballot — But Many States Won’t Let Them,https://fivethirtyeight.com/features/democrats-want-to-put-abortion-on-the-ballot-but-many-states-wont-let-them/,Nathaniel Rakich; Amelia Thomson-DeVeaux,"Dec. 13, 2022, at 10:27 AM",Abortion,21
podcast,Is This The Last Time This Decade Democrats Will Control The Senate?,https://fivethirtyeight.com/videos/is-this-the-last-time-this-decade-democrats-will-control-the-senate/,Galen Druke; Nate Silver,"Dec. 12, 2022",Politics Podcast; Video; Polling; 2022 Midterms; Senate Democrats; Kyrsten Sinema; 2024 Primaries,8
podcast,Politics Podcast: We Answer Your Lingering Questions About 2022 ,https://fivethirtyeight.com/features/politics-podcast-we-answer-your-lingering-questions-about-2022/,Galen Druke; Nate Silver,"Dec. 12, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Model Talk; Kyrsten Sinema,7
video,Do You Buy That … Georgia Is A Battleground State?,https://fivethirtyeight.com/videos/do-you-buy-that-georgia-is-a-battleground-state/,Nate Silver,"Dec. 12, 2022",Video; Featured video; Do You Buy That,7
article,We Asked Americans To Explain Their 2022 Votes — And How They’re Thinking About 2024,https://fivethirtyeight.com/features/we-asked-americans-to-explain-their-2022-votes-and-how-theyre-thinking-about-2024/,Geoffrey Skelley; Holly Fuong,"Dec. 12, 2022, at 6:00 AM",Congress; 2022 Election; Republicans; Abortion; Democrats; Inflation; American Issues,11
article,Why Kyrsten Sinema Left The Democratic Party,https://fivethirtyeight.com/features/why-kyrsten-sinema-left-the-democratic-party/,Geoffrey Skelley,"Dec. 9, 2022, at 6:01 PM",Senate; Senate Democrats; Democratic Party; Independents; Kyrsten Sinema; Third Party; Party Politics,34
article,Americans Generally Support Unions — And Averting A Rail Strike,https://fivethirtyeight.com/features/americans-generally-support-unions-and-averting-a-rail-strike/,Monica Potts,"Dec. 9, 2022, at 6:00 AM",Pollapalooza; Unions; Labor Market; Polla,8
article,How Kevin McCarthy Could Lose The Election For Speaker Of The House,https://fivethirtyeight.com/features/house-speaker-kevin-mccarthy-votes/,Nathaniel Rakich,"Dec. 9, 2022, at 6:00 AM",Congress; 2022 Election; House of Representatives; 2022 House Elections; Kevin McCarthy; Speaker Of The House,16
article,Georgia Can’t Be Reduced To One Political Color,https://fivethirtyeight.com/features/georgia-cant-be-reduced-to-one-political-color/,Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5,"Dec. 8, 2022, at 11:31 AM",2022 Election; 2022 Midterms; Georgia Senate Runoff,10
article,Are The Democrats Screwed In The Senate After 2024?,https://fivethirtyeight.com/features/democrats-senate-chances-2024-and-beyond/,Nate Silver,"Dec. 8, 2022, at 11:05 AM",Senate Democrats; Senate Republicans; U.S. Senate,20
podcast,Why Warnock Won Where Other Democrats Lost,https://fivethirtyeight.com/videos/why-warnock-won-where-other-democrats-lost/,Galen Druke; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley; Nathaniel Rakich,"Dec. 7, 2022",Politics Podcast; Video; Georgia Senate; Georgia Senate Runoff; Raphael Warnock; Herschel Walker,7
podcast,Politics Podcast: How Democrats Won The Georgia Runoff ,https://fivethirtyeight.com/features/politics-podcast-how-democrats-won-the-georgia-runoff/,Galen Druke; Nathaniel Rakich; Alex Samuels was a politics reporter at FiveThirtyEight.   @AlexSamuelsx5; Geoffrey Skelley,"Dec. 7, 2022",FiveThirtyEight Podcasts; Politics Podcast; 2022 Midterms; Georgia Senate,6
article,Republicans Still Have A Clear Path To Retaking The Senate In 2024,https://fivethirtyeight.com/features/republicans-senate-2024-map/,Geoffrey Skelley,"Dec. 7, 2022, at 11:18 AM",2024 Election; Joe Manchin; U.S. Senate; Jon Tester; Red States; 2024 Senate Elections; Sherrod Brown; Republican Senators,22
